order_id,order_date,item_id,item_name,category,price
867,2023-01-15,109,Korean Beef Bowl,Asian,17.95
868,2023-01-15,121,Cheese Quesadillas,Mexican,10.5
869,2023-01-15,123,Chips & Guacamole,Mexican,9.0
869,2023-01-15,106,French Fries,American,7.0
870,2023-01-15,124,Spaghetti,Italian,14.5
870,2023-01-15,125,Spaghetti & Meatballs,Italian,17.95
871,2023-01-15,103,Hot Dog,American,9.0
872,2023-01-15,119,Chicken Torta,Mexican,11.95
873,2023-01-15,113,Edamame,Asian,5.0
874,2023-01-15,112,Salmon Roll,Asian,14.95
874,2023-01-15,105,Mac & Cheese,American,7.0
875,2023-01-15,102,Cheeseburger,American,13.95
876,2023-01-15,109,Korean Beef Bowl,Asian,17.95
876,2023-01-15,105,Mac & Cheese,American,7.0
876,2023-01-15,122,Chips & Salsa,Mexican,7.0
877,2023-01-15,125,Spaghetti & Meatballs,Italian,17.95
878,2023-01-15,102,Cheeseburger,American,13.95
879,2023-01-15,105,Mac & Cheese,American,7.0
879,2023-01-15,123,Chips & Guacamole,Mexican,9.0
879,2023-01-15,132,Eggplant Parmesan,Italian,16.95
880,2023-01-15,113,Edamame,Asian,5.0
880,2023-01-15,113,Edamame,Asian,5.0
881,2023-01-15,102,Cheeseburger,American,13.95
881,2023-01-15,117,Chicken Burrito,Mexican,12.95
882,2023-01-15,119,Chicken Torta,Mexican,11.95
882,2023-01-15,131,Chicken Parmesan,Italian,17.95
882,2023-01-15,106,French Fries,American,7.0
883,2023-01-15,102,Cheeseburger,American,13.95
883,2023-01-15,108,Tofu Pad Thai,Asian,14.5
883,2023-01-15,109,Korean Beef Bowl,Asian,17.95
883,2023-01-15,119,Chicken Torta,Mexican,11.95
884,2023-01-15,109,Korean Beef Bowl,Asian,17.95
885,2023-01-15,129,Mushroom Ravioli,Italian,15.5
885,2023-01-15,120,Steak Torta,Mexican,13.95
885,2023-01-15,122,Chips & Salsa,Mexican,7.0
886,2023-01-15,128,Cheese Lasagna,Italian,15.5
886,2023-01-15,120,Steak Torta,Mexican,13.95
886,2023-01-15,122,Chips & Salsa,Mexican,7.0
887,2023-01-15,113,Edamame,Asian,5.0
887,2023-01-15,122,Chips & Salsa,Mexican,7.0
888,2023-01-15,120,Steak Torta,Mexican,13.95
888,2023-01-15,121,Cheese Quesadillas,Mexican,10.5
889,2023-01-15,101,Hamburger,American,12.95
890,2023-01-15,125,Spaghetti & Meatballs,Italian,17.95
891,2023-01-15,130,Shrimp Scampi,Italian,19.95
892,2023-01-15,125,Spaghetti & Meatballs,Italian,17.95
892,2023-01-15,128,Cheese Lasagna,Italian,15.5
893,2023-01-15,125,Spaghetti & Meatballs,Italian,17.95
894,2023-01-15,111,California Roll,Asian,11.95
895,2023-01-15,101,Hamburger,American,12.95
895,2023-01-15,109,Korean Beef Bowl,Asian,17.95
895,2023-01-15,113,Edamame,Asian,5.0
896,2023-01-15,102,Cheeseburger,American,13.95
896,2023-01-15,124,Spaghetti,Italian,14.5
897,2023-01-15,110,Pork Ramen,Asian,17.95
897,2023-01-15,129,Mushroom Ravioli,Italian,15.5
897,2023-01-15,131,Chicken Parmesan,Italian,17.95
898,2023-01-15,108,Tofu Pad Thai,Asian,14.5
899,2023-01-15,122,Chips & Salsa,Mexican,7.0
900,2023-01-15,113,Edamame,Asian,5.0
900,2023-01-15,113,Edamame,Asian,5.0
901,2023-01-15,107,Orange Chicken,Asian,16.5
902,2023-01-15,118,Steak Burrito,Mexican,14.95
903,2023-01-15,108,Tofu Pad Thai,Asian,14.5
903,2023-01-15,118,Steak Burrito,Mexican,14.95
903,2023-01-15,121,Cheese Quesadillas,Mexican,10.5
904,2023-01-15,101,Hamburger,American,12.95
904,2023-01-15,112,Salmon Roll,Asian,14.95
905,2023-01-15,101,Hamburger,American,12.95
905,2023-01-15,127,Meat Lasagna,Italian,17.95
905,2023-01-15,132,Eggplant Parmesan,Italian,16.95
906,2023-01-15,121,Cheese Quesadillas,Mexican,10.5
906,2023-01-15,105,Mac & Cheese,American,7.0
907,2023-01-15,120,Steak Torta,Mexican,13.95
908,2023-01-15,113,Edamame,Asian,5.0
908,2023-01-15,106,French Fries,American,7.0
909,2023-01-16,101,Hamburger,American,12.95
909,2023-01-16,127,Meat Lasagna,Italian,17.95
909,2023-01-16,122,Chips & Salsa,Mexican,7.0
910,2023-01-16,110,Pork Ramen,Asian,17.95
910,2023-01-16,119,Chicken Torta,Mexican,11.95
910,2023-01-16,132,Eggplant Parmesan,Italian,16.95
911,2023-01-16,101,Hamburger,American,12.95
911,2023-01-16,131,Chicken Parmesan,Italian,17.95
912,2023-01-16,112,Salmon Roll,Asian,14.95
913,2023-01-16,123,Chips & Guacamole,Mexican,9.0
914,2023-01-16,132,Eggplant Parmesan,Italian,16.95
915,2023-01-16,101,Hamburger,American,12.95
915,2023-01-16,124,Spaghetti,Italian,14.5
915,2023-01-16,126,Fettuccine Alfredo,Italian,14.5
915,2023-01-16,111,California Roll,Asian,11.95
915,2023-01-16,113,Edamame,Asian,5.0
915,2023-01-16,113,Edamame,Asian,5.0
915,2023-01-16,119,Chicken Torta,Mexican,11.95
915,2023-01-16,122,Chips & Salsa,Mexican,7.0
916,2023-01-16,117,Chicken Burrito,Mexican,12.95
916,2023-01-16,129,Mushroom Ravioli,Italian,15.5
916,2023-01-16,113,Edamame,Asian,5.0
917,2023-01-16,105,Mac & Cheese,American,7.0
918,2023-01-16,131,Chicken Parmesan,Italian,17.95
919,2023-01-16,111,California Roll,Asian,11.95
920,2023-01-16,101,Hamburger,American,12.95
920,2023-01-16,108,Tofu Pad Thai,Asian,14.5
921,2023-01-16,105,Mac & Cheese,American,7.0
921,2023-01-16,130,Shrimp Scampi,Italian,19.95
922,2023-01-16,116,Steak Tacos,Mexican,13.95
922,2023-01-16,113,Edamame,Asian,5.0
922,2023-01-16,105,Mac & Cheese,American,7.0
923,2023-01-16,129,Mushroom Ravioli,Italian,15.5
923,2023-01-16,131,Chicken Parmesan,Italian,17.95
924,2023-01-16,113,Edamame,Asian,5.0
924,2023-01-16,105,Mac & Cheese,American,7.0
925,2023-01-16,132,Eggplant Parmesan,Italian,16.95
926,2023-01-16,108,Tofu Pad Thai,Asian,14.5
926,2023-01-16,113,Edamame,Asian,5.0
926,2023-01-16,120,Steak Torta,Mexican,13.95
926,2023-01-16,132,Eggplant Parmesan,Italian,16.95
927,2023-01-16,102,Cheeseburger,American,13.95
927,2023-01-16,103,Hot Dog,American,9.0
927,2023-01-16,108,Tofu Pad Thai,Asian,14.5
927,2023-01-16,125,Spaghetti & Meatballs,Italian,17.95
927,2023-01-16,109,Korean Beef Bowl,Asian,17.95
927,2023-01-16,110,Pork Ramen,Asian,17.95
927,2023-01-16,129,Mushroom Ravioli,Italian,15.5
927,2023-01-16,111,California Roll,Asian,11.95
927,2023-01-16,131,Chicken Parmesan,Italian,17.95
928,2023-01-16,102,Cheeseburger,American,13.95
928,2023-01-16,106,French Fries,American,7.0
929,2023-01-16,124,Spaghetti,Italian,14.5
930,2023-01-16,110,Pork Ramen,Asian,17.95
930,2023-01-16,111,California Roll,Asian,11.95
930,2023-01-16,112,Salmon Roll,Asian,14.95
931,2023-01-16,101,Hamburger,American,12.95
931,2023-01-16,124,Spaghetti,Italian,14.5
931,2023-01-16,118,Steak Burrito,Mexican,14.95
932,2023-01-16,116,Steak Tacos,Mexican,13.95
932,2023-01-16,106,French Fries,American,7.0
933,2023-01-16,124,Spaghetti,Italian,14.5
934,2023-01-16,106,French Fries,American,7.0
935,2023-01-16,107,Orange Chicken,Asian,16.5
935,2023-01-16,122,Chips & Salsa,Mexican,7.0
935,2023-01-16,131,Chicken Parmesan,Italian,17.95
935,2023-01-16,114,Potstickers,Asian,9.0
936,2023-01-16,120,Steak Torta,Mexican,13.95
937,2023-01-16,122,Chips & Salsa,Mexican,7.0
938,2023-01-16,117,Chicken Burrito,Mexican,12.95
938,2023-01-16,118,Steak Burrito,Mexican,14.95
938,2023-01-16,131,Chicken Parmesan,Italian,17.95
939,2023-01-16,118,Steak Burrito,Mexican,14.95
939,2023-01-16,130,Shrimp Scampi,Italian,19.95
940,2023-01-16,111,California Roll,Asian,11.95
940,2023-01-16,112,Salmon Roll,Asian,14.95
940,2023-01-16,118,Steak Burrito,Mexican,14.95
941,2023-01-16,126,Fettuccine Alfredo,Italian,14.5
941,2023-01-16,110,Pork Ramen,Asian,17.95
942,2023-01-16,101,Hamburger,American,12.95
942,2023-01-16,105,Mac & Cheese,American,7.0
943,2023-01-16,120,Steak Torta,Mexican,13.95
944,2023-01-16,108,Tofu Pad Thai,Asian,14.5
945,2023-01-16,101,Hamburger,American,12.95
945,2023-01-16,124,Spaghetti,Italian,14.5
945,2023-01-16,125,Spaghetti & Meatballs,Italian,17.95
945,2023-01-16,109,Korean Beef Bowl,Asian,17.95
946,2023-01-16,102,Cheeseburger,American,13.95
946,2023-01-16,113,Edamame,Asian,5.0
946,2023-01-16,130,Shrimp Scampi,Italian,19.95
946,2023-01-16,123,Chips & Guacamole,Mexican,9.0
947,2023-01-16,102,Cheeseburger,American,13.95
947,2023-01-16,113,Edamame,Asian,5.0
948,2023-01-16,112,Salmon Roll,Asian,14.95
948,2023-01-16,113,Edamame,Asian,5.0
948,2023-01-16,122,Chips & Salsa,Mexican,7.0
948,2023-01-16,132,Eggplant Parmesan,Italian,16.95
949,2023-01-16,129,Mushroom Ravioli,Italian,15.5
949,2023-01-16,132,Eggplant Parmesan,Italian,16.95
950,2023-01-16,102,Cheeseburger,American,13.95
951,2023-01-16,127,Meat Lasagna,Italian,17.95
952,2023-01-16,107,Orange Chicken,Asian,16.5
952,2023-01-16,116,Steak Tacos,Mexican,13.95
952,2023-01-16,118,Steak Burrito,Mexican,14.95
952,2023-01-16,131,Chicken Parmesan,Italian,17.95
953,2023-01-16,101,Hamburger,American,12.95
953,2023-01-16,103,Hot Dog,American,9.0
953,2023-01-16,131,Chicken Parmesan,Italian,17.95
954,2023-01-16,106,French Fries,American,7.0
955,2023-01-16,102,Cheeseburger,American,13.95
955,2023-01-16,124,Spaghetti,Italian,14.5
955,2023-01-16,111,California Roll,Asian,11.95
956,2023-01-16,119,Chicken Torta,Mexican,11.95
956,2023-01-16,106,French Fries,American,7.0
957,2023-01-16,125,Spaghetti & Meatballs,Italian,17.95
957,2023-01-16,126,Fettuccine Alfredo,Italian,14.5
957,2023-01-16,127,Meat Lasagna,Italian,17.95
957,2023-01-16,130,Shrimp Scampi,Italian,19.95
958,2023-01-16,113,Edamame,Asian,5.0
959,2023-01-16,102,Cheeseburger,American,13.95
959,2023-01-16,130,Shrimp Scampi,Italian,19.95
960,2023-01-16,122,Chips & Salsa,Mexican,7.0
961,2023-01-16,101,Hamburger,American,12.95
961,2023-01-16,110,Pork Ramen,Asian,17.95
962,2023-01-16,107,Orange Chicken,Asian,16.5
962,2023-01-16,112,Salmon Roll,Asian,14.95
963,2023-01-16,102,Cheeseburger,American,13.95
963,2023-01-16,104,Veggie Burger,American,10.5
963,2023-01-16,120,Steak Torta,Mexican,13.95
964,2023-01-16,107,Orange Chicken,Asian,16.5
964,2023-01-16,125,Spaghetti & Meatballs,Italian,17.95
965,2023-01-16,126,Fettuccine Alfredo,Italian,14.5
965,2023-01-16,122,Chips & Salsa,Mexican,7.0
965,2023-01-16,131,Chicken Parmesan,Italian,17.95
965,2023-01-16,106,French Fries,American,7.0
966,2023-01-16,120,Steak Torta,Mexican,13.95
966,2023-01-16,131,Chicken Parmesan,Italian,17.95
967,2023-01-16,128,Cheese Lasagna,Italian,15.5
968,2023-01-16,109,Korean Beef Bowl,Asian,17.95
968,2023-01-16,110,Pork Ramen,Asian,17.95
969,2023-01-16,129,Mushroom Ravioli,Italian,15.5
970,2023-01-16,108,Tofu Pad Thai,Asian,14.5
970,2023-01-16,122,Chips & Salsa,Mexican,7.0
971,2023-01-16,103,Hot Dog,American,9.0
971,2023-01-16,108,Tofu Pad Thai,Asian,14.5
971,2023-01-16,117,Chicken Burrito,Mexican,12.95
971,2023-01-16,120,Steak Torta,Mexican,13.95
972,2023-01-16,113,Edamame,Asian,5.0
972,2023-01-16,113,Edamame,Asian,5.0
973,2023-01-16,129,Mushroom Ravioli,Italian,15.5
974,2023-01-16,108,Tofu Pad Thai,Asian,14.5
975,2023-01-16,126,Fettuccine Alfredo,Italian,14.5
975,2023-01-16,128,Cheese Lasagna,Italian,15.5
976,2023-01-17,113,Edamame,Asian,5.0
977,2023-01-17,112,Salmon Roll,Asian,14.95
977,2023-01-17,106,French Fries,American,7.0
978,2023-01-17,101,Hamburger,American,12.95
978,2023-01-17,107,Orange Chicken,Asian,16.5
978,2023-01-17,115,Chicken Tacos,Mexican,11.95
978,2023-01-17,109,Korean Beef Bowl,Asian,17.95
978,2023-01-17,109,Korean Beef Bowl,Asian,17.95
978,2023-01-17,117,Chicken Burrito,Mexican,12.95
978,2023-01-17,117,Chicken Burrito,Mexican,12.95
978,2023-01-17,128,Cheese Lasagna,Italian,15.5
978,2023-01-17,118,Steak Burrito,Mexican,14.95
978,2023-01-17,122,Chips & Salsa,Mexican,7.0
978,2023-01-17,106,French Fries,American,7.0
979,2023-01-17,130,Shrimp Scampi,Italian,19.95
980,2023-01-17,102,Cheeseburger,American,13.95
980,2023-01-17,111,California Roll,Asian,11.95
980,2023-01-17,120,Steak Torta,Mexican,13.95
980,2023-01-17,123,Chips & Guacamole,Mexican,9.0
980,2023-01-17,106,French Fries,American,7.0
980,2023-01-17,106,French Fries,American,7.0
981,2023-01-17,101,Hamburger,American,12.95
982,2023-01-17,125,Spaghetti & Meatballs,Italian,17.95
982,2023-01-17,109,Korean Beef Bowl,Asian,17.95
982,2023-01-17,113,Edamame,Asian,5.0
982,2023-01-17,105,Mac & Cheese,American,7.0
983,2023-01-17,107,Orange Chicken,Asian,16.5
984,2023-01-17,110,Pork Ramen,Asian,17.95
985,2023-01-17,109,Korean Beef Bowl,Asian,17.95
985,2023-01-17,127,Meat Lasagna,Italian,17.95
985,2023-01-17,121,Cheese Quesadillas,Mexican,10.5
986,2023-01-17,132,Eggplant Parmesan,Italian,16.95
987,2023-01-17,101,Hamburger,American,12.95
987,2023-01-17,116,Steak Tacos,Mexican,13.95
987,2023-01-17,119,Chicken Torta,Mexican,11.95
988,2023-01-17,127,Meat Lasagna,Italian,17.95
989,2023-01-17,109,Korean Beef Bowl,Asian,17.95
990,2023-01-17,113,Edamame,Asian,5.0
991,2023-01-17,107,Orange Chicken,Asian,16.5
991,2023-01-17,121,Cheese Quesadillas,Mexican,10.5
992,2023-01-17,117,Chicken Burrito,Mexican,12.95
993,2023-01-17,101,Hamburger,American,12.95
994,2023-01-17,102,Cheeseburger,American,13.95
994,2023-01-17,109,Korean Beef Bowl,Asian,17.95
994,2023-01-17,106,French Fries,American,7.0
994,2023-01-17,106,French Fries,American,7.0
995,2023-01-17,102,Cheeseburger,American,13.95
996,2023-01-17,110,Pork Ramen,Asian,17.95
996,2023-01-17,110,Pork Ramen,Asian,17.95
996,2023-01-17,111,California Roll,Asian,11.95
996,2023-01-17,130,Shrimp Scampi,Italian,19.95
997,2023-01-17,129,Mushroom Ravioli,Italian,15.5
998,2023-01-17,110,Pork Ramen,Asian,17.95
999,2023-01-17,105,Mac & Cheese,American,7.0
1000,2023-01-17,115,Chicken Tacos,Mexican,11.95
1000,2023-01-17,128,Cheese Lasagna,Italian,15.5
1001,2023-01-17,107,Orange Chicken,Asian,16.5
1001,2023-01-17,113,Edamame,Asian,5.0
1001,2023-01-17,122,Chips & Salsa,Mexican,7.0
1002,2023-01-17,101,Hamburger,American,12.95
1002,2023-01-17,104,Veggie Burger,American,10.5
1003,2023-01-17,102,Cheeseburger,American,13.95
1003,2023-01-17,102,Cheeseburger,American,13.95
1003,2023-01-17,113,Edamame,Asian,5.0
1005,2023-01-17,101,Hamburger,American,12.95
1005,2023-01-17,120,Steak Torta,Mexican,13.95
1006,2023-01-17,106,French Fries,American,7.0
1006,2023-01-17,132,Eggplant Parmesan,Italian,16.95
1007,2023-01-17,132,Eggplant Parmesan,Italian,16.95
1008,2023-01-17,108,Tofu Pad Thai,Asian,14.5
1008,2023-01-17,114,Potstickers,Asian,9.0
1009,2023-01-17,108,Tofu Pad Thai,Asian,14.5
1009,2023-01-17,126,Fettuccine Alfredo,Italian,14.5
1010,2023-01-17,107,Orange Chicken,Asian,16.5
1010,2023-01-17,103,Hot Dog,American,9.0
1010,2023-01-17,127,Meat Lasagna,Italian,17.95
1011,2023-01-17,112,Salmon Roll,Asian,14.95
1012,2023-01-17,126,Fettuccine Alfredo,Italian,14.5
1012,2023-01-17,119,Chicken Torta,Mexican,11.95
1013,2023-01-17,121,Cheese Quesadillas,Mexican,10.5
1013,2023-01-17,123,Chips & Guacamole,Mexican,9.0
1014,2023-01-17,104,Veggie Burger,American,10.5
1014,2023-01-17,113,Edamame,Asian,5.0
1014,2023-01-17,119,Chicken Torta,Mexican,11.95
1014,2023-01-17,105,Mac & Cheese,American,7.0
1015,2023-01-17,106,French Fries,American,7.0
1016,2023-01-17,102,Cheeseburger,American,13.95
1016,2023-01-17,109,Korean Beef Bowl,Asian,17.95
1016,2023-01-17,120,Steak Torta,Mexican,13.95
1017,2023-01-17,102,Cheeseburger,American,13.95
1018,2023-01-17,101,Hamburger,American,12.95
1018,2023-01-17,102,Cheeseburger,American,13.95
1018,2023-01-17,112,Salmon Roll,Asian,14.95
1019,2023-01-17,109,Korean Beef Bowl,Asian,17.95
1019,2023-01-17,121,Cheese Quesadillas,Mexican,10.5
1019,2023-01-17,130,Shrimp Scampi,Italian,19.95
1020,2023-01-17,101,Hamburger,American,12.95
1020,2023-01-17,101,Hamburger,American,12.95
1020,2023-01-17,113,Edamame,Asian,5.0
1020,2023-01-17,105,Mac & Cheese,American,7.0
1021,2023-01-17,101,Hamburger,American,12.95
1021,2023-01-17,102,Cheeseburger,American,13.95
1021,2023-01-17,128,Cheese Lasagna,Italian,15.5
1021,2023-01-17,113,Edamame,Asian,5.0
1022,2023-01-17,106,French Fries,American,7.0
1023,2023-01-17,110,Pork Ramen,Asian,17.95
1024,2023-01-17,101,Hamburger,American,12.95
1025,2023-01-17,112,Salmon Roll,Asian,14.95
1025,2023-01-17,113,Edamame,Asian,5.0
1025,2023-01-17,132,Eggplant Parmesan,Italian,16.95
1026,2023-01-17,102,Cheeseburger,American,13.95
1026,2023-01-17,108,Tofu Pad Thai,Asian,14.5
1027,2023-01-17,125,Spaghetti & Meatballs,Italian,17.95
1028,2023-01-17,111,California Roll,Asian,11.95
1028,2023-01-17,120,Steak Torta,Mexican,13.95
1029,2023-01-17,120,Steak Torta,Mexican,13.95
1029,2023-01-17,114,Potstickers,Asian,9.0
1030,2023-01-17,113,Edamame,Asian,5.0
1030,2023-01-17,118,Steak Burrito,Mexican,14.95
1030,2023-01-17,120,Steak Torta,Mexican,13.95
1030,2023-01-17,122,Chips & Salsa,Mexican,7.0
1031,2023-01-18,108,Tofu Pad Thai,Asian,14.5
1031,2023-01-18,109,Korean Beef Bowl,Asian,17.95
1032,2023-01-18,101,Hamburger,American,12.95
1033,2023-01-18,102,Cheeseburger,American,13.95
1034,2023-01-18,101,Hamburger,American,12.95
1034,2023-01-18,129,Mushroom Ravioli,Italian,15.5
1034,2023-01-18,111,California Roll,Asian,11.95
1034,2023-01-18,111,California Roll,Asian,11.95
1034,2023-01-18,113,Edamame,Asian,5.0
1034,2023-01-18,120,Steak Torta,Mexican,13.95
1034,2023-01-18,121,Cheese Quesadillas,Mexican,10.5
1034,2023-01-18,131,Chicken Parmesan,Italian,17.95
1035,2023-01-18,102,Cheeseburger,American,13.95
1035,2023-01-18,126,Fettuccine Alfredo,Italian,14.5
1035,2023-01-18,117,Chicken Burrito,Mexican,12.95
1035,2023-01-18,128,Cheese Lasagna,Italian,15.5
1036,2023-01-18,108,Tofu Pad Thai,Asian,14.5
1036,2023-01-18,117,Chicken Burrito,Mexican,12.95
1036,2023-01-18,129,Mushroom Ravioli,Italian,15.5
1036,2023-01-18,106,French Fries,American,7.0
1037,2023-01-18,107,Orange Chicken,Asian,16.5
1037,2023-01-18,104,Veggie Burger,American,10.5
1037,2023-01-18,108,Tofu Pad Thai,Asian,14.5
1037,2023-01-18,117,Chicken Burrito,Mexican,12.95
1038,2023-01-18,109,Korean Beef Bowl,Asian,17.95
1038,2023-01-18,113,Edamame,Asian,5.0
1039,2023-01-18,108,Tofu Pad Thai,Asian,14.5
1040,2023-01-18,118,Steak Burrito,Mexican,14.95
1040,2023-01-18,106,French Fries,American,7.0
1041,2023-01-18,120,Steak Torta,Mexican,13.95
1042,2023-01-18,112,Salmon Roll,Asian,14.95
1043,2023-01-18,125,Spaghetti & Meatballs,Italian,17.95
1043,2023-01-18,113,Edamame,Asian,5.0
1043,2023-01-18,118,Steak Burrito,Mexican,14.95
1043,2023-01-18,119,Chicken Torta,Mexican,11.95
1043,2023-01-18,120,Steak Torta,Mexican,13.95
1043,2023-01-18,105,Mac & Cheese,American,7.0
1043,2023-01-18,122,Chips & Salsa,Mexican,7.0
1043,2023-01-18,131,Chicken Parmesan,Italian,17.95
1045,2023-01-18,102,Cheeseburger,American,13.95
1046,2023-01-18,108,Tofu Pad Thai,Asian,14.5
1047,2023-01-18,101,Hamburger,American,12.95
1047,2023-01-18,125,Spaghetti & Meatballs,Italian,17.95
1047,2023-01-18,113,Edamame,Asian,5.0
1048,2023-01-18,132,Eggplant Parmesan,Italian,16.95
1049,2023-01-18,101,Hamburger,American,12.95
1050,2023-01-18,131,Chicken Parmesan,Italian,17.95
1051,2023-01-18,102,Cheeseburger,American,13.95
1052,2023-01-18,118,Steak Burrito,Mexican,14.95
1052,2023-01-18,121,Cheese Quesadillas,Mexican,10.5
1053,2023-01-18,102,Cheeseburger,American,13.95
1053,2023-01-18,113,Edamame,Asian,5.0
1053,2023-01-18,123,Chips & Guacamole,Mexican,9.0
1054,2023-01-18,101,Hamburger,American,12.95
1054,2023-01-18,113,Edamame,Asian,5.0
1055,2023-01-18,107,Orange Chicken,Asian,16.5
1056,2023-01-18,101,Hamburger,American,12.95
1056,2023-01-18,119,Chicken Torta,Mexican,11.95
1056,2023-01-18,106,French Fries,American,7.0
1057,2023-01-18,109,Korean Beef Bowl,Asian,17.95
1057,2023-01-18,113,Edamame,Asian,5.0
1058,2023-01-18,102,Cheeseburger,American,13.95
1059,2023-01-18,101,Hamburger,American,12.95
1059,2023-01-18,129,Mushroom Ravioli,Italian,15.5
1059,2023-01-18,113,Edamame,Asian,5.0
1059,2023-01-18,123,Chips & Guacamole,Mexican,9.0
1060,2023-01-18,129,Mushroom Ravioli,Italian,15.5
1060,2023-01-18,130,Shrimp Scampi,Italian,19.95
1061,2023-01-18,119,Chicken Torta,Mexican,11.95
1061,2023-01-18,123,Chips & Guacamole,Mexican,9.0
1062,2023-01-18,117,Chicken Burrito,Mexican,12.95
1062,2023-01-18,111,California Roll,Asian,11.95
1063,2023-01-18,107,Orange Chicken,Asian,16.5
1063,2023-01-18,116,Steak Tacos,Mexican,13.95
1063,2023-01-18,129,Mushroom Ravioli,Italian,15.5
1064,2023-01-18,119,Chicken Torta,Mexican,11.95
1065,2023-01-18,101,Hamburger,American,12.95
1065,2023-01-18,102,Cheeseburger,American,13.95
1065,2023-01-18,104,Veggie Burger,American,10.5
1065,2023-01-18,132,Eggplant Parmesan,Italian,16.95
1066,2023-01-18,102,Cheeseburger,American,13.95
1066,2023-01-18,108,Tofu Pad Thai,Asian,14.5
1066,2023-01-18,127,Meat Lasagna,Italian,17.95
1066,2023-01-18,112,Salmon Roll,Asian,14.95
1067,2023-01-18,102,Cheeseburger,American,13.95
1067,2023-01-18,109,Korean Beef Bowl,Asian,17.95
1067,2023-01-18,118,Steak Burrito,Mexican,14.95
1068,2023-01-18,120,Steak Torta,Mexican,13.95
1068,2023-01-18,105,Mac & Cheese,American,7.0
1069,2023-01-18,107,Orange Chicken,Asian,16.5
1069,2023-01-18,120,Steak Torta,Mexican,13.95
1069,2023-01-18,106,French Fries,American,7.0
1070,2023-01-18,101,Hamburger,American,12.95
1070,2023-01-18,113,Edamame,Asian,5.0
1071,2023-01-18,112,Salmon Roll,Asian,14.95
1071,2023-01-18,118,Steak Burrito,Mexican,14.95
1071,2023-01-18,130,Shrimp Scampi,Italian,19.95
1072,2023-01-18,108,Tofu Pad Thai,Asian,14.5
1072,2023-01-18,124,Spaghetti,Italian,14.5
1072,2023-01-18,125,Spaghetti & Meatballs,Italian,17.95
1073,2023-01-18,124,Spaghetti,Italian,14.5
1073,2023-01-18,122,Chips & Salsa,Mexican,7.0
1073,2023-01-18,130,Shrimp Scampi,Italian,19.95
1074,2023-01-18,127,Meat Lasagna,Italian,17.95
1075,2023-01-18,129,Mushroom Ravioli,Italian,15.5
1076,2023-01-18,117,Chicken Burrito,Mexican,12.95
1076,2023-01-18,113,Edamame,Asian,5.0
1077,2023-01-18,103,Hot Dog,American,9.0
1078,2023-01-18,125,Spaghetti & Meatballs,Italian,17.95
1078,2023-01-18,110,Pork Ramen,Asian,17.95
1079,2023-01-18,126,Fettuccine Alfredo,Italian,14.5
1079,2023-01-18,113,Edamame,Asian,5.0
1079,2023-01-18,106,French Fries,American,7.0
1080,2023-01-18,127,Meat Lasagna,Italian,17.95
1080,2023-01-18,120,Steak Torta,Mexican,13.95
1080,2023-01-18,121,Cheese Quesadillas,Mexican,10.5
1080,2023-01-18,122,Chips & Salsa,Mexican,7.0
1081,2023-01-18,124,Spaghetti,Italian,14.5
1082,2023-01-19,118,Steak Burrito,Mexican,14.95
1082,2023-01-19,106,French Fries,American,7.0
1083,2023-01-19,105,Mac & Cheese,American,7.0
1084,2023-01-19,107,Orange Chicken,Asian,16.5
1085,2023-01-19,109,Korean Beef Bowl,Asian,17.95
1085,2023-01-19,105,Mac & Cheese,American,7.0
1085,2023-01-19,131,Chicken Parmesan,Italian,17.95
1086,2023-01-19,101,Hamburger,American,12.95
1086,2023-01-19,128,Cheese Lasagna,Italian,15.5
1087,2023-01-19,125,Spaghetti & Meatballs,Italian,17.95
1087,2023-01-19,131,Chicken Parmesan,Italian,17.95
1088,2023-01-19,107,Orange Chicken,Asian,16.5
1088,2023-01-19,128,Cheese Lasagna,Italian,15.5
1088,2023-01-19,113,Edamame,Asian,5.0
1088,2023-01-19,106,French Fries,American,7.0
1089,2023-01-19,107,Orange Chicken,Asian,16.5
1089,2023-01-19,104,Veggie Burger,American,10.5
1089,2023-01-19,130,Shrimp Scampi,Italian,19.95
1090,2023-01-19,101,Hamburger,American,12.95
1090,2023-01-19,102,Cheeseburger,American,13.95
1090,2023-01-19,109,Korean Beef Bowl,Asian,17.95
1090,2023-01-19,117,Chicken Burrito,Mexican,12.95
1090,2023-01-19,127,Meat Lasagna,Italian,17.95
1090,2023-01-19,127,Meat Lasagna,Italian,17.95
1090,2023-01-19,111,California Roll,Asian,11.95
1091,2023-01-19,113,Edamame,Asian,5.0
1092,2023-01-19,101,Hamburger,American,12.95
1092,2023-01-19,102,Cheeseburger,American,13.95
1092,2023-01-19,109,Korean Beef Bowl,Asian,17.95
1093,2023-01-19,108,Tofu Pad Thai,Asian,14.5
1093,2023-01-19,117,Chicken Burrito,Mexican,12.95
1093,2023-01-19,111,California Roll,Asian,11.95
1093,2023-01-19,113,Edamame,Asian,5.0
1093,2023-01-19,119,Chicken Torta,Mexican,11.95
1094,2023-01-19,115,Chicken Tacos,Mexican,11.95
1094,2023-01-19,104,Veggie Burger,American,10.5
1095,2023-01-19,102,Cheeseburger,American,13.95
1095,2023-01-19,125,Spaghetti & Meatballs,Italian,17.95
1096,2023-01-19,104,Veggie Burger,American,10.5
1096,2023-01-19,124,Spaghetti,Italian,14.5
